frame,class,confidence,x1,y1,x2,y2
52,person,0.5607956647872925,119.75011,104.1395,220.62491,264.06995
52,tv,0.43777212500572205,214.73264,4.5496826,428.268,202.81421
53,person,0.7090797424316406,534.5433,89.38922,639.7271,263.10193
53,person,0.6313778758049011,19.530712,145.3185,117.93953,264.77206
53,tv,0.5959672331809998,170.29068,1.7235413,605.2187,259.57034
53,person,0.5163816213607788,119.74948,104.186325,220.013,263.89462
53,tv,0.4693033695220947,214.96893,4.509407,429.4984,203.41898
54,person,0.6844176054000854,534.8553,89.32018,639.7408,262.9683
54,person,0.621584951877594,24.701962,146.20413,117.66589,264.8012
54,tv,0.5894203186035156,170.7261,1.7401733,614.72034,259.76135
54,person,0.4825843870639801,119.69798,104.380775,218.89542,263.8766
54,tv,0.3923078775405884,214.55835,4.3687744,430.115,203.25977
55,person,0.7012053728103638,534.63043,88.924065,639.7351,262.86603
55,person,0.6015428900718689,22.81332,146.59715,119.47353,264.8139
55,person,0.4851662516593933,119.63977,104.396904,218.70596,263.80377
55,tv,0.4605116844177246,165.36331,1.6127014,622.57935,259.8753
55,tv,0.36301347613334656,214.90398,4.2626114,430.54822,203.225
56,person,0.7116765975952148,534.87665,89.18922,639.73553,263.06927
56,person,0.6995519995689392,20.126163,146.71516,118.836624,264.88956
56,tv,0.5987758040428162,168.2888,1.6514435,626.0071,260.02713
56,person,0.580872654914856,119.75696,104.36713,219.52396,264.05533
56,tv,0.4486972987651825,214.53125,4.323387,430.44794,203.69803
57,person,0.7221391201019287,535.0765,88.99994,639.73804,262.99423
57,person,0.7070510387420654,19.649906,146.5747,118.710434,265.07483
57,person,0.5888132452964783,119.69691,104.45536,218.79831,264.11246
57,tv,0.5692408680915833,174.09328,1.6307983,615.4659,259.76547
57,tv,0.458707720041275,214.50272,4.1769867,431.31555,204.05475
58,person,0.7265247702598572,535.1105,88.98067,639.7441,263.04855
58,person,0.6887105703353882,19.4399,146.52875,117.75197,264.95175
58,tv,0.5998836159706116,177.20168,1.6992035,610.03455,259.92892
58,person,0.5972201228141785,119.62709,104.45019,218.37698,264.16
58,tv,0.4568110704421997,214.84012,4.3691254,431.54373,203.94916
59,person,0.7028177976608276,535.1925,88.93883,639.7346,262.97495
59,person,0.6791309118270874,19.632824,146.80708,115.65737,264.91556
59,tv,0.6167007088661194,164.60982,1.562912,612.63776,260.0726
59,person,0.5346104502677917,119.52493,104.43195,220.1914,264.11722
59,tv,0.36132460832595825,214.9313,4.354248,431.821,203.50119
60,person,0.7192628383636475,535.25543,89.57749,639.735,263.0084
60,person,0.7101043462753296,19.551113,146.62782,115.67558,264.95282
60,tv,0.6227083802223206,172.66708,1.5922852,610.9871,260.18414
60,person,0.4476465582847595,118.82852,104.48569,219.58438,264.26938
60,tv,0.2706025242805481,214.17534,5.3296432,429.2918,205.2778
61,person,0.7147762775421143,535.40125,88.88266,639.7335,263.00458
61,person,0.7094265222549438,19.708553,146.91705,116.07248,264.89236
61,tv,0.63727205991745,171.77525,1.6453857,617.69214,260.3219
61,person,0.4628206789493561,118.99222,104.45476,219.02808,264.3064
61,tv,0.3742373585700989,214.31998,5.3517303,429.14896,204.83191
62,person,0.7412341833114624,20.075691,145.36456,117.258896,264.97748
62,person,0.7272814512252808,535.2793,89.47328,639.74677,263.0799
62,tv,0.6518726944923401,170.17934,1.5419159,612.65753,260.4601
62,person,0.5190066695213318,119.33568,104.3607,220.25958,264.33063
62,tv,0.2742295265197754,214.94218,4.252121,433.80112,204.10199
63,person,0.7393874526023865,20.06681,146.17955,116.04376,264.7293
63,person,0.7339094877243042,535.0839,89.04431,639.7465,262.8871
63,tv,0.4805040955543518,164.15671,1.5879822,610.22144,260.53613
63,person,0.4764762222766876,119.14487,104.21866,220.52351,264.24536
63,tv,0.3407612442970276,213.98743,4.9936676,429.64484,205.02817
64,person,0.7465012669563293,535.0023,88.91908,639.7467,262.8855
64,person,0.7324205040931702,20.135654,145.06482,116.87413,264.87344
64,person,0.5547011494636536,119.71663,104.257965,220.1655,264.23816
64,tv,0.4695134460926056,152.5822,1.8511658,597.5391,260.9283
64,tv,0.39215660095214844,214.73047,4.2436523,433.29105,204.52194
65,person,0.7449780106544495,534.87213,89.157,639.7428,262.86417
65,person,0.7443721890449524,20.041561,143.6861,118.9229,265.06134
65,person,0.5632264614105225,119.78873,104.25655,219.84511,264.19974
65,tv,0.4933122992515564,149.84126,2.0644226,598.81775,260.89648
65,tv,0.46536985039711,215.1622,4.470909,433.2976,204.10167
66,person,0.737125813961029,534.95416,89.207184,639.7378,262.71948
66,person,0.7181979417800903,20.011684,143.78702,119.29701,264.9457
66,person,0.5603053569793701,119.774284,104.28152,219.40146,264.14688
66,tv,0.4787037968635559,152.92181,2.1831818,594.75116,260.8717
66,tv,0.472177118062973,215.1232,4.575798,432.54977,203.99673
67,person,0.7397829294204712,535.0938,89.32612,639.74054,262.69745
67,person,0.7144580483436584,19.884495,140.47443,119.30576,265.02823
67,person,0.5866180062294006,119.83881,104.29191,219.43886,264.13556
67,tv,0.38403522968292236,154.25198,1.9280243,603.1443,260.81525
67,tv,0.2797412872314453,214.87119,4.0293274,433.9979,204.43118
68,person,0.7444485425949097,535.2339,89.46544,639.7341,262.6203
68,person,0.7047520875930786,19.779758,138.2639,120.28519,265.05222
68,person,0.5960413813591003,119.87746,104.30788,218.82683,264.08594
68,tv,0.4949248433113098,149.00879,1.8847198,600.8371,260.82428
68,tv,0.35390645265579224,213.78438,4.874504,430.27185,205.40015
69,person,0.7494434714317322,534.8933,89.480736,639.7417,262.44263
69,person,0.6873233318328857,19.822853,138.84619,119.68887,265.0106
69,person,0.5518033504486084,119.72894,104.2597,217.78635,264.09622
69,tv,0.5199103355407715,153.26062,2.1463928,598.1356,260.83487
69,tv,0.4678431749343872,214.96106,4.420906,433.14224,204.3735
70,person,0.7232955098152161,535.05115,89.2567,639.73254,262.365
70,person,0.6518957018852234,19.833256,137.74283,118.4816,264.94455
70,tv,0.5022770166397095,151.79655,2.2151947,596.04596,260.77637
70,tv,0.46545785665512085,215.04515,4.5213394,433.1188,204.12321
70,person,0.4061538279056549,120.03224,104.08986,214.6337,265.78735
70,person,0.3152998387813568,119.493546,104.16389,217.60373,264.06543
71,person,0.7371931672096252,534.932,89.084274,639.73193,262.50775
71,person,0.6884214878082275,19.695297,138.5138,119.255226,265.00912
71,person,0.5367692708969116,119.7151,104.20525,217.98009,264.17157
71,tv,0.49817490577697754,144.76772,2.181778,608.6539,260.83704
71,tv,0.45968708395957947,215.31049,4.574074,433.23853,204.51257
72,person,0.7397216558456421,534.6272,89.21902,639.72845,262.43683
72,person,0.6983234882354736,19.604053,135.61969,120.07469,265.01273
72,tv,0.4985049366950989,147.3031,2.0298767,607.2721,260.85492
72,tv,0.473899245262146,214.962,4.388695,434.41528,205.19037
72,person,0.4059770405292511,120.06157,104.17956,214.1988,265.8614
72,person,0.3374292254447937,119.49962,104.1563,217.72067,264.15414
73,person,0.7044791579246521,534.5953,88.55398,639.72974,262.24408
73,person,0.6735216975212097,19.865532,136.02054,121.32754,264.96075
73,person,0.5418415069580078,120.09656,104.1252,213.63138,265.81372
73,tv,0.4714876413345337,214.47607,4.3945312,434.2944,205.98035
73,tv,0.4583633244037628,143.97287,2.0852509,613.6194,260.71866
74,person,0.707482099533081,534.5475,88.72825,639.7189,262.19717
74,person,0.6248335242271423,19.727459,135.81738,120.04205,264.82874
74,person,0.5017207860946655,120.08451,104.18387,213.79466,265.80453
74,tv,0.45721426606178284,214.29959,4.3318634,434.8165,206.0219
74,tv,0.45099693536758423,142.11655,1.9340363,616.9645,260.78262
75,person,0.7225328683853149,534.6477,88.23912,639.73224,262.45392
75,person,0.6343201994895935,19.550663,135.13495,122.16356,265.0
75,tv,0.45469391345977783,142.70877,1.8990936,618.5524,260.8015
75,tv,0.4493231475353241,214.52321,4.26635,433.7727,205.0968
75,person,0.4424949288368225,119.587494,104.40843,217.01367,264.12582
75,person,0.36148977279663086,120.055756,104.27501,215.06262,265.96982
76,person,0.7117452621459961,534.9057,87.95667,639.7236,262.54062
76,person,0.6427469849586487,19.728485,136.41238,120.45158,264.9354
76,person,0.5393484830856323,119.67009,104.34752,217.7504,264.0606
76,tv,0.4637161195278168,215.03775,4.144409,433.88812,204.58928
76,tv,0.4268541932106018,144.39256,1.8477325,621.10767,260.81744
77,person,0.7161779403686523,534.6011,87.70604,639.73267,262.49005
77,person,0.6003254652023315,19.65269,136.72672,119.39098,264.77966
77,person,0.5376353859901428,119.58267,104.33554,217.06534,264.0573
77,tv,0.4509083032608032,215.11482,4.0174103,433.669,204.21721
77,tv,0.4171369671821594,144.45715,1.8410339,619.3474,260.73898
78,person,0.6942653059959412,534.5431,87.87823,639.73224,262.41324
78,person,0.5993854403495789,19.656616,136.69754,120.42418,264.8149
78,person,0.5306585431098938,119.535904,104.338715,216.94843,264.0597
78,tv,0.4558897316455841,215.38489,3.9257812,432.8937,204.08212
78,tv,0.4348675012588501,148.28358,1.8528748,622.09235,260.67697
79,person,0.7095584273338318,534.50977,88.158966,639.7314,262.50235
79,person,0.5639550685882568,19.842903,137.49289,120.63023,264.78723
79,person,0.5150994658470154,119.524124,104.30649,217.5652,264.06366
79,tv,0.45918041467666626,215.46756,3.8991852,432.05707,204.17445
79,tv,0.4239904582500458,147.84117,1.8820801,616.9338,260.6924
80,person,0.7237496376037598,534.55884,87.9738,639.7356,262.47806
80,person,0.5762641429901123,19.781624,137.83896,121.007675,264.69586
80,person,0.5194253921508789,119.622345,104.33343,217.88235,264.02188
80,tv,0.45860910415649414,215.60674,3.8797607,431.98724,203.6517
80,tv,0.422944039106369,145.67413,1.896347,616.9909,260.61282
81,person,0.7202197313308716,534.7585,88.27656,639.7356,262.51007
81,person,0.5916126370429993,20.102253,138.9444,120.2415,264.64032
81,person,0.5020051002502441,119.638214,104.36208,217.89598,263.9784
81,tv,0.4614195227622986,215.6549,3.9358292,432.10425,203.46786
81,tv,0.41574373841285706,148.25745,1.9672241,614.24854,260.64944
82,person,0.7735766768455505,534.06104,81.52233,639.76904,263.15033
82,person,0.6317667961120605,20.68964,142.0261,125.24178,264.17307
82,person,0.48242974281311035,119.33017,104.36613,216.36118,264.13986
82,tv,0.4322589933872223,214.40834,3.440071,438.92444,208.91013
82,tv,0.3050857186317444,198.3393,1.1834106,611.20996,243.35397
83,person,0.7781078219413757,534.08527,82.09349,639.7671,262.96918
83,person,0.6390590071678162,20.550549,141.58594,125.32286,264.4128
83,person,0.4706445336341858,119.287865,104.468796,216.1298,264.09427
83,tv,0.4362976551055908,214.2911,3.159134,439.98383,209.24777
83,tv,0.3395974636077881,200.3038,1.0719452,614.90985,243.57568
84,person,0.785293698310852,533.97064,82.796745,639.7671,262.8799
84,person,0.6377062201499939,20.616978,144.77823,125.53523,264.30902
84,person,0.4366520047187805,119.317825,104.483574,216.24971,264.08716
84,tv,0.42181822657585144,200.52312,0.9291611,621.2275,246.73834
84,tv,0.3905757665634155,214.06412,2.9044342,443.4361,209.34692
85,person,0.7784795761108398,533.9616,82.31374,639.7718,262.84088
85,person,0.6171567440032959,20.676498,144.59854,125.21382,264.29166
85,tv,0.4229048192501068,200.27615,0.8542328,622.9563,246.06949
85,person,0.40720418095588684,118.99002,104.502205,216.44598,264.0995
85,tv,0.39716529846191406,213.89948,2.8430252,443.25455,209.0585
86,person,0.7934877276420593,533.93494,81.569756,639.7743,262.91858
86,person,0.6886149644851685,20.40028,142.08069,126.06039,264.48285
86,person,0.4244641959667206,119.05967,104.47374,216.62466,264.19125
86,tv,0.4157527685165405,199.0235,0.84119415,622.1406,247.1023
86,tv,0.4096238911151886,213.83716,2.852829,442.55518,209.46379
87,person,0.7901940941810608,534.01385,81.5607,639.77576,263.0178
87,person,0.6471632719039917,20.402985,137.53241,124.585526,264.4142
87,tv,0.4044284224510193,213.78928,2.9610977,440.38092,208.46951
87,tv,0.3461272716522217,199.20857,0.9942169,612.60364,247.36246
87,person,0.2742196321487427,119.07979,104.404144,218.7265,264.0732
88,person,0.7902123332023621,534.12244,82.4797,639.7717,262.95514
88,person,0.6445409059524536,20.320152,139.17563,125.29686,264.36603
88,tv,0.4250587821006775,213.77109,3.0793152,440.1716,208.61566
88,tv,0.3364992141723633,199.74332,1.1240768,605.71515,246.60895
89,person,0.7838638424873352,534.151,83.06329,639.7736,262.8858
89,person,0.6279187202453613,20.50135,140.22409,124.200134,264.4617
89,tv,0.4234870672225952,213.43542,3.0912857,440.58594,209.22485
89,tv,0.34812983870506287,198.6438,1.0708923,607.6284,246.0329
90,person,0.7766429781913757,534.1309,83.08209,639.77057,262.7909
90,person,0.5917096138000488,20.79261,141.4724,123.32929,264.18277
90,tv,0.4285449981689453,213.53647,3.2261505,440.10004,208.9878
90,tv,0.3142367899417877,197.63626,1.1582336,604.05005,244.49388
91,person,0.7759217619895935,534.0539,83.82776,639.7665,262.69742
91,person,0.5683987736701965,20.739746,140.88144,122.86277,264.35907
91,tv,0.41392168402671814,213.53455,3.1471405,439.98566,208.2472
91,tv,0.30976828932762146,197.3352,1.166954,599.62354,244.54048
92,person,0.7651050090789795,534.2156,85.381645,639.7669,262.67685
92,person,0.5598170757293701,21.05072,141.08632,124.992905,264.33594
92,tv,0.3875146806240082,214.09874,3.1237793,439.4584,207.1246
92,tv,0.26692768931388855,196.9568,1.1348877,604.8457,244.82574
93,person,0.7482433915138245,534.2272,87.338615,639.7652,262.7787
93,person,0.595397412776947,20.905018,142.778,124.10873,264.34503
93,tv,0.3801056444644928,214.32652,3.1935349,438.6908,206.27577
94,person,0.7380983829498291,534.3612,87.0357,639.758,262.83392
94,person,0.5768287181854248,21.188126,140.58218,126.06506,264.35184
94,tv,0.37731194496154785,214.02136,3.150528,439.31775,207.31273
94,person,0.2954711616039276,119.329506,104.39561,218.05963,263.92706
94,tv,0.2593170404434204,197.14954,1.18116,603.63635,246.45209
95,person,0.7691818475723267,534.0102,85.96559,639.76105,262.8538
95,person,0.5578171610832214,21.494698,144.05836,125.04179,264.30347
95,tv,0.403300940990448,213.78018,3.100235,439.73166,208.19162
95,person,0.30519232153892517,119.39642,104.30396,218.27477,263.96436
96,person,0.7706844806671143,533.9037,85.47764,639.7646,262.81137
96,person,0.5482946038246155,21.61517,143.01007,125.27687,264.27435
96,tv,0.3978181779384613,213.8596,3.126625,439.4808,207.50708
96,person,0.3729236125946045,119.482605,104.30053,217.95636,263.96295
97,person,0.7833491563796997,533.71545,85.52073,639.7631,262.74652
97,person,0.5008149147033691,21.679752,145.65555,121.604904,264.1596
97,tv,0.40696558356285095,213.67307,3.0849838,439.6323,207.53993
97,tv,0.2637178599834442,199.41313,1.1718216,606.40234,244.4173
98,person,0.7969517111778259,533.7183,86.42321,639.76215,262.83377
98,person,0.45548033714294434,21.739014,145.85614,118.31488,264.4873
98,tv,0.4211041331291199,213.31766,3.2293243,439.43732,208.86916
98,tv,0.2729662358760834,200.73605,1.385109,601.1334,241.5929
99,person,0.7835315465927124,533.873,86.26275,639.76416,262.8095
99,person,0.519508957862854,21.024326,146.60915,118.81239,264.29178
99,tv,0.4057759940624237,213.47339,3.2685013,439.73108,208.23169
100,person,0.782467782497406,533.8875,86.3731,639.76843,263.03027
100,person,0.5371596813201904,21.316605,145.1602,119.21389,264.4957
100,tv,0.43489375710487366,213.42633,3.3008804,440.46796,209.2833
101,person,0.7862226366996765,533.9951,85.95702,639.76886,262.8982
101,person,0.5768728256225586,21.446606,146.36188,119.28702,264.34323
101,tv,0.43421733379364014,213.62997,3.1603699,441.10382,208.89029
102,person,0.7766391038894653,533.8921,86.10679,639.7643,262.75604
102,person,0.46898525953292847,21.486233,146.51076,115.32488,264.1596
102,tv,0.45624250173568726,213.52457,3.2299576,440.03943,209.681
103,person,0.7744487524032593,533.915,86.05429,639.7692,263.03748
103,person,0.47111788392066956,21.522285,145.6177,114.79238,264.3438
103,tv,0.4321500360965729,213.76292,3.251648,440.19263,208.5274
104,person,0.7714740633964539,533.9867,86.24656,639.7596,262.6167
104,person,0.4819734990596771,21.663307,145.84065,117.43878,264.4478
104,tv,0.4402948319911957,213.63974,3.1415024,440.04742,208.25175
104,person,0.2603549659252167,119.584045,104.34832,217.34085,263.93118
105,person,0.782229483127594,533.93646,86.0103,639.7574,262.57724
105,person,0.48391586542129517,23.015373,146.0546,115.65135,264.55664
105,tv,0.41862186789512634,213.8465,3.0483398,440.47998,207.45117
105,person,0.3715966045856476,119.682724,104.32679,217.42157,263.8717
106,person,0.7704927921295166,533.9673,85.963684,639.7512,262.57574
106,person,0.46232929825782776,23.002926,143.68326,114.68907,264.46765
106,tv,0.4183841049671173,213.73306,3.1531677,439.77692,208.02612
